,i
M57 2013,1
I57 1915,1
.E44 1881,1
L692 1922 c.1,1
.H473 1894,1
.M347 1899,1
.P685 1885,1
.B467 1873,1
.O437 1915,1
P65 1887,1
.E53 1977,1
U55 1905,1
.W4368 1885,1
L48 1900z,1
.N48 1961,1
P64 1893 c.1,1
.D365 1932,1
C46 1917,1
D76 1996,1
S74 1868,1
.I548 1962,1
T74 1941,1
.B65 1924 app.H,1
.A67 1970,1
.C384 1927,1
G73 1955 c.2,1
H57 1924,1
.B1 1875,1
C32 1822,1
.H378 1896,1
.W5354 1935,1
B65 1915x,1
N37 1900z c.2,1
P37 1894,1
1898a,1
L66 1960z c.1,1
G66 1966,1
H36 1848,1
A2 2009,1
.B683 1897,1
H39 1989,1
.W5 1927,1
.J33 1974,1
B76 1883p,1
.B33 1912,1
H86 1899,1
.D382 1915,1
.H8683 1925,1
.C4376 1893,1
.S43 1993,1
.M457 1917,1
.M463 1943,1
M47 1935,1
.B9 1903,1
S4 1885 c.2,1
.S39 1995,1
.R5357 1908,1
G37 1955,1
D5 1692,1
.W5534 1895,1
N58 1943,1
.H8685 1942,1
.S42 1774,1
.A74 1907b,1
R39 1918 c.2,1
.P4354 1879,1
H35 1940,1
L54 1875 c.3,1
.S625 1900b,1
H44 1915,1
A25 1832,1
.M3437 1910,1
N66 1922,1
.B6586 1913,1
.B336 1845,1
.E435568 1870z,1
.B8884 1896,1
.H3787 1896,1
L68 1867,1
T74 1907,1
M9 1917,1
.B35 1923,1
.W16 1898,1
D57 1880,1
.K54653 1866,1
.R3 1936,1
S8 1894,1
V53 1903,1
.N66 1972 c.1,1
.K38 1902,1
.V45 1908,1
.C66538 1910,1
S4 1918,1
.B4 1887,1
A2 1964,1
W58 1986 c.2,1
.S6783 1915,1
A85 1977,1
.T734 1907,1
A276 1922,1
.W33 1832,1
F4 1969,1
.H35563 1906,1
.W468 1855,1
.S7635 1865,1
.L47 1988,1
.L946 1902,1
.G74 1960p,1
R46 1886,1
M3 1923 c.2,1
.D477 1800z,1
V65 1968 Index,1
A76,1
.G35549 1908,1
.E16 1887,1
C36 1921,1
.A2 1887,1
.M38 1968,1
T66 1911,1
.H667 1906,1
.R6347 1900z,1
C58 1921 c.1,1
.A43 1942 c.2,1
.P3754 1892,1
A86 1888,1
.S7474 1926,1
.N48 1865,1
.L439 1969,1
S57 1961,1
L85 1976,1
.C5677 1963,1
.E4667 1901,1
P768 1887,1
A4 1972,1
L8 1940,1
S25 1925,1
S95 1864,1
B76 1901,1
.C68378 1924,1
.D46337 1944,1
W4 1957,1
H63 1811,1
.S268 1899,1
.Z544 1935,1
A2 1855,1
M3 1976 c.1,1
.B48 1957,1
.H83 1895,1
A225 1901,1
.P694 1829,1
.C5375 1869,1
.P397 1928,1
.M663 1946,1
B37 1971,1
W34 1937,1
.A25 1894,1
M2 1878,1
.H6646 1800z,1
.S5634 1869,1
.D6 1842,1
.T6967 1879,1
N5 1907,1
.W433 1919,1
.C65 1932 c.1,1
W534 1970,1
F69 1949,1
.A849 1851,1
.M33 1906 c.2,1
.H6 1976,1
.D555 1935,1
W67 1940,1
.G65384 1899,1
R88 1894,1
.S68 1928,1
B35 2015,1
R44 1943,1
.C3779 1883,1
.C6754 1922,1
.P3976 1940,1
.B384 1911,1
.E3393 1936,1
R446 1950,1
W5 1925,1
.A58 1935,1
.W5576 1866,1
.G56 1906,1
.B445 1925,1
W43 1940 c.1,1
.S5347 1893,1
D97 1954,1
S88 1937,1
M37 1863,1
.W553 1915,1
.R947 1902,1
.S53438 1921,1
.C74 1774c,1
.C3883 1892,1
F38 1923,1
A4 1889,1
.E75 1995 c.1,1
U54 1899,1
.A56 1893,1
S34 1873,1
B45 1887 c.2,1
R592 1996,1
.K476 1911,1
.S76 1890,1
S5 1887,1
.N5 1823,1
.A5 1947,1
.J62 1976,1
C84 1990,1
.H355 1908,1
.P53 1882,1
.M3288 1929,1
.W4339 1967,1
.S755 1933,1
.B766 1917,1
B78 1955,1
Y8 1978,1
.C654 1956,1
.S38937 1995,1
.C6934 1933,1
D6p 1922,1
.S93 2006,1
M36 1966,1
K562 1943,1
C36 1831,1
N6 1927 c.2,1
.W54 1897,1
.F4587 1893,1
.T4778 1914,1
.S7456 1900,1
.L596 1898,1
E3,1
.C747 1943,1
.L845 1925,1
A56 1936,1
S5 1881,1
.B35 1908,1
.E6 1983,1
E74 1972,1
S56 1970,1
.C43 1935,1
A35 1955,1
E37 1948,1
C5 1872,1
.L66 1926,1
L4 1947,1
.H43 1798,1
R3 1890,1
C38 1876,1
.E38 1971,1
V58 1901,1
I54 1977 c.2,1
.P5 1950,1
C46 1922,1
P73 1870,1
.V36 1896,1
.W464 1888,1
.A48 2012,1
.G6 1963,1
M34 1907,1
U55 1898,1
P8 1958,1
.C32 1937,1
W38 1853b,1
.P746 1924,1
.H694 1871,1
S4 1885 c.1,1
R64 1873p,1
.S545 1900z,1
.H19 1890,1
.H658 1868,1
.M344 1939,1
.E374 1951,1
.S5347 1878,1
.C6445 1881b,1
.S7556 1914 suppl.,1
.M6858 1892,1
M34 1874,1
.R443 1930b,1
.W37 1806,1
.P3777 1903,1
F755 1913,1
.B74,1
.S545 1912,1
.A673 1973,1
N5 1895,1
P75 1924,1
.M668 1893b,1
F73 1852,1
.U884 1941,1
D883 1886,1
.K58 1859,1
R45 1912,1
.C438 1904b,1
.L364 1800z,1
D39 1874,1
.P375 1925,1
.T735 1933,1
D84 1963,1
R44 1971,1
E46 1931,1
R2 1909,1
.N56 1866,1
I5 2017,1
A3 1953 c.2,1
.L466 1937,1
H35 1900,1
.T395 1902,1
.C697 1957,1
.B44 1936,1
A4 1916,1
W478 1923,1
.D53 1934,1
.E345 1903,1
.S354 1897,1
.H5357 1976,1
B372 1910,1
.S387 1889,1
T746 1938,1
D36 1999,1
H43 1880,1
A97 1881,1
N45 1986,1
.M33 1910 c.2,1
.S26 1973,1
.W67 1897,1
S54 1885 c.3,1
.D677 1900z,1
.S35 1972,1
.P4555 1920,1
V54 1973 c.2,1
.M463 1984,1
.P3754 1900z,1
.D17 1966,1
.C41 1780,1
M6 1930,1
.W55 1972b,1
.H555 1902b,1
R45 1879,1
.Y686 1937,1
H8 1912,1
Y68 2018d,1
.F56 1995,1
.R5367 1973,1
P74 1873,1
B748 1986 c.3,1
.S625 1877,1
U535 1953,1
.H37757 1800z,1
.U64 1951 c.2,1
.D8 1915,1
B76 1878p,1
.G68 1926,1
.B93 1859,1
.H6586 1866,1
.D683 1940,1
F85 1900z,1
.P34 1933,1
.W468 1898,1
.M675 1952,1
O43 1896 c.1,1
G55 1963,1
.W37 1974,1
.H37758 1910z,1
.F35374 1913,1
W3 2008,1
N494 1960,1
W56 1928,1
N576 1984 c.2,1
.P4336 1877 Appen.,1
.H795 1864,1
H37 1912,1
A237 1931,1
K56 1964,1
.H6564 1865,1
.T4739 1937,1
.M668 1900,1
C27 1970,1
.C57 1976,1
.A97 1900z,1
.H69 1957,1
A4 1898,1
W47 1975,1
R63 1983,1
G733 1973,1
.H3674 1938,1
.G5337 1933,1
.A632 1916,1
D34 2002,1
.T696 1910,1
P69 1928,1
.K38 1963,1
A66 1965,1
.F6737 1939,1
.B378 1966,1
W53 1976,1
.K56 1897,1
.A93 1888,1
.S54 1983,1
.V36 1924,1
.G46 1906,1
.M6775 1900z,1
.S7685 1936,1
C47 1909,1
.P676 1879,1
.G667 1912,1
.D548 1914,1
.G6 1958,1
P3 1903,1
H65 1903,1
.R6674 1914,1
J33 2014,1
A263 1951,1
.M48 1968,1
A76 1918,1
.S87 1944,1
.A548 1924,1
S85 1835,1
S75 1892b,1
.E75 2010,1
M6 1895,1
.M494 1891,1
.H37 1896 c.2,1
N45 1900,1
.N37 1974,1
.C446 1897,1
.G6 1978,1
.B368 1893,1
.P74 1868,1
.S9 1944,1
W44 1869,1
L5 1956,1
S85 1939 c.1,1
.J46 1910,1
.S7484 1904,1
F58 1990,1
.S38 1868,1
.S85 1891,1
.B465 1911,1
J64 1843,1
.L84 1791,1
.H37 1887,1
.M3345 1912,1
.C7354 1876,1
.B4 1894,1
A63 1917,1
.H5554 1894,1
.S885 1903,1
N58 1997,1
S9 1876,1
B75 1941,1
.S6746 1892,1
C45 1865,1
P67 1813,1
.S439 1900,1
.C364 1884,1
.V36377 1909,1
.G45 2002,1
C43 1914,1
I56 2004,1
K65 1896,1
E62 1912 c.2,1
.J6 1969,1
B17 1956,1
.N53 1902,1
S38 1901,1
.R4 1966,1
.F458 1935,1
B89 1882,1
.N43 1886,1
.R575 1909,1
.R4 1936a,1
.H6564 1928,1
.H46 1935,1
.R4 1833,1
.F855 1931,1
S56 1940,1
I57 1914,1
R28 1979,1
.B661 1937,1
G65 1985,1
1916,1
.F74 1865 c.2,1
.B769 1985,1
S56 1972,1
.C67 1870,1
U55 1860,1
.C6445 1893,1
H8 1856,1
.S77664 1970z,1
B755 1926,1
.S5337 1975 Suppl.2,1
.M33468 1921,1
.W679 1866,1
.N48 1979 c.1,1
C87 1940,1
.H37 1964,1
.W5359 1909,1
R66 1888,1
P4 2006,1
.W39 1969,1
.J837 1860,1
.H17 1854,1
.S8 1912,1
.W75 1942,1
.S389 1874,1
H9 1899,1
.H35 1972,1
.M32733 1881,1
.S625 1929c,1
B3 1776,1
.C8 1927,1
.S3645 1939,1
B7 1852,1
C772 1931,1
.C87385 1869,1
.V428 1987 c.1,1
M69 1960,1
.M845 1916,1
E54,1
.A554 1899,1
S84 1900,1
.C66378 1907,1
.A336 1849,1
C65 1868,1
.B39 1913,1
.W3857 1915,1
A2 1970,1
L36 1884,1
.H67 1893,1
P83 1846,1
.S7375 1887b,1
T5 1899,1
.D48 1910,1
.H83 1859,1
.H4786 1883,1
N4 1877,1
.H362 1887,1
.G3 1908,1
.F56 1867,1
.W4363 1932,1
S65 1915,1
.M3544 1892,1
D66 1916,1
.J66 1982,1
K56 1982,1
.E54 1857,1
.S9448 1907,1
.G37378 1950,1
.K5669 1895,1
.W354 1897,1
.K52 1899 c.2,1
.F376 1955,1
S25 1987,1
.S56 1979,1
S35 1905,1
.N457 1904,1
S35 1956,1
.C64456 1927,1
F53 1887,1
.W6659 1897,1
H68 1982 c.2,1
B53 1940,1
.D45383 1914,1
.G739 1882,1
.S63 1888,1
M67 1916,1
S73 1939,1
T27 1978 Suppl.2,1
S7 1809,1
.O95 1970,1
H435 1872,1
.B35 1931,1
S39 1961,1
H3 1908,1
.B3785 1885,1
T6 1893,1
.A34 1856,1
.S636 1993,1
P749 1924,1
.M327356 1884 Suppl.,1
.P43773 1955,1
P765 1954 c.2,1
.T4756 1932,1
.M5554 1915,1
V36 1909 c.1,1
.G373757 1973,1
.L44 1926,1
.L367 1927,1
.P4 1969,1
.P4355 1917,1
.T8765 1892,1
.H54 1877,1
.M327385 1940,1
B56 2011,1
.B377 1863,1
P74 1889,1
.S7684 1913,1
.L864 1928,1
.D5355 1968,1
.C43676 1855,1
.R443 1929,1
A254 1912,1
.B66 1934,1
Bui 2011,1
M3 1853,1
.H694 1950,1
A6 1904,1
G73 1943,1
S49 1941,1
U53 1876,1
B71 1898,1
S63 1935p,1
W433 1967,1
B44 1853,1
.M3285 1868,1
.W3885 1922,1
.P5366 1924,1
.H37757 1908,1
.M6778 1896,1
.M6 1972,1
W45 1961,1
.K447 1899,1
S78 1856,1
.T74 1889,1
M37 1971,1
C73 1968,1
R45 1968,1
K87 1971,1
.W5566 1940,1
A2 1937,1
.L44 1769,1
.P644 1843,1
W37 1874,1
.T3 1903,1
.R875 1955,1
.H23 1962,1
.C65 1907,1
.H35 1888,1
F85 1901,1
.D4665 1963 c.2,1
B43 1988 c.1,1
.A3 1849b c.2,1
C3 1831,1
R39 1849,1
W4 1913,1
V5 1957,1
.E43557 1913,1
G66 1865,1
S63 1830,1
M37 1941,1
.S386 1913,1
.C73 1938,1
.J46 1938b,1
.M473 1906,1
.S2636 1914,1
.P6 1960,1
L5 1961,1
S73 1828,1
L68 2012,1
.H37645 1908,1
.C6548 1941,1
.A5595 1908,1
.N526 1929,1
.B87549 1929,1
D4 1851,1
P58 1876,1
R4 1950,1
.S345 1987,1
B76 1957,1
.I74 1898,1
.S366 1887,1
.M3345 1894,1
.B48 1914,1
.W3566 1914,1
C85 1970,1
.C43 1950,1
C7 1921,1
F67 1853,1
G7 1927,1
.R64 1921,1
.O355 1875,1
.S53473 1912,1
.C526 1886,1
L66 1860,1
L57 1936,1
.W465 1955,1
.A336 1886,1
.C667 1928,1
.S937 1899,1
.S625 1959,1
.W25 1970,1
.T6635 1870,1
C57 1895,1
.H4775 1885 c.2,1
.G66395 1935,1
S93p 1990 c.1,1
.D634 1879b,1
P75 1844,1
V53 1985,1
C69 1843,1
.G7384 1895,1
G54 1962,1
F45 1971,1
B755 1946 pt.3,1
.N94 1925,1
.D36 1994,1
.M84 1930,1
A27 1915 c.2,1
.H3954 1884,1
N486 1993,1
.F33 1927,1
.L69 1940 c.1,1
.G4 1937,1
M55 1848 c.2,1
P88 1957,1
.N677 1892,1
.W75 1943,1
.J646 1854,1
M25 1880,1
T43 1962,1
W47 1792,1
.W5685 1939,1
N58 1974p,1
.G16 1780b,1
H36 1911,1
L45 1855,1
P88 1937,1
K62 1974 c.2,1
.W663 1940,1
.G64 1743,1
O97 1904,1
.W388 1975,1
.W9 1961,1
.N28 Suppl. 1983,1
R655 1996,1
N38,1
R398 1890,1
B43 1895,1
.S956 1889,1
O43 1881,1
.D495 1904,1
.L364 1912,1
.S474 1908,1
.B5 1929,1
.W67 1934,1
C37 1876,1
.R3636 1949,1
.G473 1925z,1
.F736 1916,1
C68 1887,1
.B438 1898,1
S55 1857 c.3,1
C47 1854,1
V361 1959,1
B5 1921,1
.S7474 1880,1
.H355 1902,1
.K4556 1898,1
.H395 1885,1
.B377 1901,1
.M8 1965,1
.K48 1954,1
S354 1991a,1
.U527 1966,1
S38 1931b,1
.S5633 1910,1
A4 1720,1
.R64 1911,1
W47 1978,1
.S748 1932 c.1,1
E26 1900,1
F507m 1873,1
N6 1914,1
E4 1942,1
E45 1894,1
S54 1888,1
F52 1957,1
.B681 1894,1
.W663 1903b,1
.W579 1886,1
B87 1922,1
.S54 1926 c.2,1
.S43 1885,1
.P75 1812,1
B79 1851,1
.M323 1964,1
.N38 1939,1
N47 1867,1
N67 1865,1
.N63 1916,1
.T8885 1913,1
I7 1965,1
.B6938 1951,1
K76 1988,1
.H653 1932,1
.W3,1
.H36263 1909b,1
A272 1918 c. 1,1
.J65 1914,1
N49 1932,1
I5 1865,1
.K4559 1892,1
E15 1899,1
.G48 1892,1
.L38 1890,1
.W5675 1800z c.2,1
B54 1956,1
.R6348 1926,1
B76 1903,1
A7 1884,1
.F8 1903,1
G81 1887,1
.J336 1894,1
.O35 1868,1
L96 1905,1
.W565 1884,1
.M6785 1912,1
.C4363 1904,1
.P375 1929,1
.T5557 1911,1
A76 1992,1
.K86 Suppl. 1 1955,1
.J33 1934,1
C37 2001,1
.P952 1952,1
.B6 1927,1
.J66 1811,1
.B466 1932,1
.C6934 1915,1
.R6356 1910,1
.H357 1927,1
.J6 1802,1
S356 1916,1
.C667666 1913,1
.L596 1884,1
A4 1824,1
.H853 1926 Suppl. 2 1939,1
B68 1878,1
.U55 1923,1
G74 1897,1
B36 1943,1
C54 1877,1
.R613 1901,1
.C335 1966,1
P53 1931,1
C58 1865,1
H8 1904,1
B77 1922,1
O36 1941,1
.H37757 1887,1
.G88 1889,1
.B8886 1886,1
.M533 1962,1
.B77 1900z,1
Y68 2017a,1
.F67 1992,1
.M94 1878,1
.H226 1774,1
M93 1884,1
.V58 1922,1
U5 1902,1
K46 1861,1
.H3884 1956,1
K87 1841,1
.M845 1950,1
.B468 1904,1
.U64 1981,1
.F858 1923,1
.L584 1877b,1
L68 1988,1
.R32 1890,1
F8 1856,1
A5 1887c,1
A4 1824b,1
W55 1848,1
G6 1846,1
.P595 1894,1
A247 1924,1
.V588 1952,1
H67 1919,1
K46 1960,1
.W6637 1917,1
Ho2 1894,1
.C7379 1924,1
.S53 1975,1
H57 1946,1
.G73 1840,1
.H934 1967,1
.F52 1902,1
.W45 1993,1
.P76 1890 c.3,1
.L397,1
.L5555 1909,1
.H39565 1891,1
.C698 1983,1
V4 1862,1
.W55 1886 c.2,1
T43 1848,1
.R53 1923,1
T66 1898,1
I4 1880,1
A25 1910,1
.M3 1859,1
.V5 1928,1
B755 1934b,1
.H6775 1933,1
.F534 1870,1
.C5375 1891,1
.N34 1930,1
.S53436 1915,1
.F537 1981 Suppl. 1987,1
.W55 1905,1
A33 1821,1
.S7383 1925,1
.L8465 1919,1
.C66767 1896,1
.F5366 1942,1
.S888 1935,1
.J64 1986,1
.H32 1964,1
L58 1989,1
.T34 1874,1
.O456 1892b,1
.S7335 1906,1
.M3246 1891,1
.F746 1912,1
.T6776 1885,1
W55 1905,1
.H2 1878p,1
.T696 1927,1
.C6535 1931,1
.A554 1883,1
P435 1993 c.1,1
R49 1873,1
.L596 1870,1
.B643 1867,1
S54 1855,1
.B3739 1928,1
.P664 1903,1
.K44 1937,1
.A37 1758,1
.S74 1870,1
S56 1964,1
M64 1975,1
.L66 2011,1
R34 1968,1
T55 1872,1
.C539 1916,1
N585 1973,1
.C4578 1922,1
.B439 1892,1
.H355 1941,1
S2568 1885,1
L57 1927,1
.G77 1976,1
.M37 1993 c.2,1
.W553 1938,1
.B766 1859,1
.G744 1897,1
.P3775 1862,1
.H377 1948,1
G88 1966,1
.T476 1884,1
.G5355 1889,1
.H3866 1937,1
.S92 1812,1
.W4656 1888,1
M9 1912 c.1,1
.V667 1992,1
B56 1962,1
.P674 1882,1
.J695 1775,1
K4 1960,1
W33 1929,1
.O785 1890z,1
.F73655 1924,1
A25 1873,1
W53 1932,1
N48 1976,1
.D634 1939,1
U53 1934,1
.W67 1972,1
L38 1905,1
.F7365 1917,1
.L33 1970,1
.M37 1902,1
V6 1973,1
V36 1924 c. 2,1
.S63 1890,1
.J83 1922,1
.N49 1930,1
.S88 1891,1
H56 1989 c.1,1
A85 1907,1
.P756 1887,1
.C436 1904,1
M33 1904,1
P53 1800z,1
.P4375 1920,1
S35 1870,1
.B753 1937,1
.D4336 1889,1
G47 1833,1
.K5637 1930,1
.R8 1866,1
.B3525 1929,1
A264 1934,1
.S9449 1932,1
K46 1976,1
S65 1927,1
.G53337 1894,1
.F385 1974,1
N44 1949,1
I572 1931,1
.H8834 1885,1
N49 1971,1
P55 1865,1
.P43346 1951,1
.M47378 1947,1
.A8 1911,1
P75 1927,1
C37 1842,1
.C697 1908,1
.R55 1985,1
R39 1912,1
.C66 1931,1
H38 1898,1
.J646 1920z,1
.S43 1960,1
.R6356 1867,1
.C66 1950,1
.N82 no.125,1
.C6 1926,1
.M3266 1876,1
.T3774 1900,1
C15 1940 Index,1
W3 1872,1
.S26 1903,1
.W679 1891,1
C66 1928,1
H35 1891,1
.T39 1894,1
A46 1862,1
.W444 1924,1
.C68 1876,1
.D3846 1962,1
.M3574 1918,1
N3773 1938,1
.B7515 1952,1
.Y686 1929,1
.Z544 1916,1
.A74 1935,1
D48 1975,1
B56 1899,1
.K56 1896,1
V34 1970z,1
.D498 1902,1
T37 B766 1959 c.2,1
.G75 1903,1
R456 2000,1
.A635 1915,1
.S566 1916,1
R48 1875 index,1
N5 1881,1
.H63 1894,1
.C66 1942,1
.G3847 1900,1
.S6588 1900z,1
.H8886 1953,1
.U84 1869,1
D45 1937,1
.M87 1951,1
S94p 1970,1
.K89 1919,1
N37 1970,1
.S28 1860 Index,1
.W384 1928,1
.N53 1918,1
.C38 1918,1
.B76 1805,1
.F343 1929,1
A64 2005,1
T46 2006,1
N488 1999,1
.M86p 1957,1
.C37 1741,1
P38 1920,1
.B3779 1951,1
.T474 1850,1
.M53 1968,1
.W45 1875,1
.W45 1922,1
C46 1911,1
.S77683 1919,1
B762 1979,1
.M345 1947,1
M9 1878,1
C48 1985p,1
N67 1973,1
.M69 1904,1
.J67 1899,1
.F678 1900zb,1
L5 1900,1
.M65 1902,1
P88 1830,1
K44 1960,1
.D756 1893,1
M78 1895,1
B5 1901,1
M43 1951,1
.M327375 1888,1
.P756 1873,1
.W373 1900,1
.E18 1898,1
N6 1997,1
.S77683 1934,1
1958,1
I83,1
.A52 1968b,1
T6 1967 c.1,1
K49 1990,1
L668 1974,1
.B697 1941,1
.G739 1870,1
.W3857 1800z,1
.W5555 1905,1
.B694 1913,1
.D393 2016,1
.S74 1974,1
L86p 1913,1
.T476 1891,1
S36 1879,1
L36 1978,1
.K5669 1897b,1
.P5 1902,1
A2 1895,1
.B5158 1890,1
.W45 1950,1
.P33 1903,1
.D57 1887,1
M39 1983 c.3,1
.F37 1902,1
.O38 1896,1
M865 1974,1
.S73673 1933,1
.H37 1883,1
.CC37794 1887,1
.D77 1829,1
.N58 1975,1
.W43557 1900b,1
.M8554 1932,1
.H467 1922,1
.T6635 1942,1
U55 1844,1
R8 1907,1
.H694 1893,1
.S351 1925,1
.F67 1882,1
.W352 1870,1
.M473755 1864,1
.H37653 1914,1
.T476 1883,1
.C29 1927,1
.A35 1954,1
.R3633 1889,1
F56 1958,1
.A139 1911,1
.H37758 1893,1
.B355 1902,1
N44 1950 c.1,1
.O358 1887,1
P49 1868,1
S85 2004,1
.S625 1921b,1
S45 1902,1
1919,1
C58 1877,1
.P174 C5 2003,1
.N4936 1930,1
.S2873 1912,1
C76 1910 c.2,1
B3 1903,1
.S783 1903,1
.C88 1874,1
.D24 1906,1
.V674 1910,1
Y3 1965,1
P38 1874 c.2,1
T96 1905,1
.S885 1909,1
C43 1855,1
.A6 1888,1
S68 1896,1
.B8 1908,1
.L469 1887,1
.S7555 1903 c.1,1
P6 1859,1
.P95 1828,1
B4 1998,1
.B333 1974,1
N58 1908,1
P74 1968,1
.C65556 1910,1
A44 1869,1
.T737 1959,1
.C87746 1859,1
.D6 1965,1
.L56 1932,1
.J55 1893,1
.H3793 1915,1
U35 1959,1
C43 1887 c.2,1
B75 1816,1
N4 1931,1
F45 1843,1
.S54 1814z,1
.P43346 1900z,1
F7 1720,1
.G757 1939,1
A33 1912,1
.R58 1855,1
M37 1874,1
.V36375 1901,1
.L43 1932,1
.W4378 1908,1
.S625 1994,1
V365 1898,1
W66 1934,1
.G58 1904,1
.L467 1942,1
.S76 1908,1
.F87 1843,1
.J6 1888,1
A224 1900z,1
R83 2019,1
.K5637 1953,1
.C644 1929,1
.S69 1988,1
.N58 1948,1
F854 1832,1
V54 1973 c.1,1
M49 1902,1
.L884 1876,1
N6 1834,1
.H883 1865b,1
.L5856 1927,1
.A3 1979,1
.M3663 1907,1
.T476 1908,1
K46p 1973,1
.H5554 1895,1
G65 1865 c.1,1
.L44 1957,1
N75 1946,1
C66 1974,1
.D46 1866,1
.M5 1992,1
.F673798 1888,1
.S9448 1907b,1
.M35 1963 Index,1
.P53 1830,1
P68 1910,1
U5 1901,1
.P7685 1910,1
A5 1969 c.1,1
.W35 1875,1
K64 1906,1
.L566 1951,1
B76 1918p,1
R6 1867,1
S5 1890,1
.C4478 1878,1
.M67 1943,1
.N36 1860,1
K47 1959,1
S47 1982,1
R47 1880,1
P75 1879,1
R634 1950z,1
.G3733 1929z,1
.P676 1907,1
.L3637 1908,1
.F5669 1909,1
.L82 1969,1
M375 1953,1
.J33 1978 Index,1
A4 1823,1
.E9474 1902,1
.T686 1895,1
.T876 1900,1
.O45 1986,1
A36 1881,1
1941,1
.L43 1845,1
J3 1971,1
.M79 1970,1
W4 1935,1
.J67 1890,1
C9 1890,1
N5 1889 c. 2,1
.R6347 1917,1
.B653 1918,1
.B3888 1935,1
.M668 1938,1
.S6588 1943,1
.W3845 1889,1
S38 1959p c.1,1
.N58 1965,1
D66 1999 c.2,1
F44 1889,1
.W667 1854,1
S67 1826,1
.B752 1887,1
L33 1896,1
H3,1
.G53549 1950,1
.M3266 1900z,1
.G866 1924,1
.E77 1920,1
.C66 1913,1
C56 1923,1
S36 1870z,1
H47 1976,1
.W96 1880,1
N5 1945 c.2,1
.S43 1970,1
B36 1853,1
B47 2003,1
A46 1924 c.2,1
A46 1886,1
.H444 1913,1
.W58 1893,1
.H87 1856,1
.M8674 1915,1
.Z8 1941,1
H56 1925,1
C53 1902,1
.P46 1939 c. 1,1
S36 1939,1
B7 1967,1
.H475 1889,1
B75 1925,1
C58 1978,1
.M5554 1933,1
.J31 1909 c.2,1
.S7768 1935,1
A3 1896,1
S4 1944,1
M47 1888,1
H39 1855,1
.M3437 1912,1
G7 1847,1
.M6634 1911,1
R44 1814,1
.S235 1899,1
.P4377 1915,1
.C66 1822,1
.D359 1937,1
.T353 1876,1
.L443 1886,1
L58 1923,1
.W6637 1902,1
.B688 1970,1
F68 1999,1
.W6637 1925,1
.B63565 1897,1
.L83 1964,1
P6 1953,1
.S245 1908,1
.G35347 1941,1
.B8777 1955,1
.P37 1914,1
.W483 1958,1
.F73 1983,1
.B466 1910,1
O54 1876,1
.D94 1988,1
B35 1888,1
.A624 1906,1
B85 2007,1
L57 1914,1
.H3 1911,1
.L395 1876,1
M43 1940,1
.P5348 1950,1
.F23 1829,1
.T8 1918,1
.L91 1901,1
.P85 1958,1
.W373 1925,1
.T35 1872,1
.W4328 1925,1
.F37 1860,1
K45 1931,1
M48 1907,1
.H657 1892,1
A97 1908,1
L44 1865,1
.T46 1993,1
.B3553 1935,1
.B1 1903,1
.F94 1900z,1
.H3957 1942,1
.A43 1960,1
.H37 1884,1
.W663 1940 suppl.,1
.C6845 1912,1
C58,1
.F393 1898,1
.G65 1974,1
.R49 1858,1
.L4364 1891,1
.H3557 1896,1
B766 1924,1
F68 1904,1
.C35 1898,1
M33 1903,1
R4 1972,1
C87 1856,1
.L58 1815,1
.B654 1907,1
.A7 1908,1
.L3876 1927,1
.H6586 1924,1
.H6343 1912,1
.B655 1916,1
.H478 1912,1
Y85 1893,1
.B8755 1914,1
.P4 1931,1
G3 1909,1
.H6 1814,1
N28 1934,1
B76 1973,1
.T35 1895,1
.C35 1929 c.3,1
C47 1893,1
.B878 1896,1
.W66333 1903,1
C46 1901,1
A2 1977,1
T86 1887,1
S4 1846,1
.E175 1932,1
.M583 1911,1
.E34 1915p,1
.L4744 1939,1
.F736357 1900,1
.S53476 1897,1
.W373 1863,1
.G22 1886,1
F53 1924,1
.G88 1898,1
.W444 1896,1
.D7 no.14 1966,1
.S7676 1949,1
H8 1903,1
.M5668 1897,1
N58p 1943,1
.B375 1909,1
.L44 1895,1
P48 1909,1
C48 1806,1
.G65 1952,1
R624 1930,1
H39 2005,1
.B777 1914,1
.J646 1907,1
.R5344 1930,1
R63 1868,1
W6 1952,1
.H1852 1800,1
I85 1898,1
S65p 1973,1
.B5224 1901,1
L6 1964,1
R53 1980,1
V33 1927,1
M37 1904,1
.K336 1835,1
S26 1877,1
E65 1856,1
C88 1853,1
.O58 1854,1
.F82 1857,1
O96 1845,1
.L4366 1924,1
.S7366 1925,1
G74 1991b,1
T67 1923b,1
C6 1895,1
.B8554 1930,1
.W387 1865,1
.R6368 1924,1
.O34 1891,1
.L437 1800z,1
1895 c.1,1
.S65 1812,1
.H39746 1879,1
.W4378 1930,1
.S76 1874,1
.Y68 1929,1
.S3368 1912,1
B6 1954,1
.R56 1931,1
.O78 1854,1
.L68 1802,1
.H6775 1912,1
.B773 1917,1
A8 1917,1
W55 1868,1
.K567 1863,1
.G745 1989 c.2,1
.O54 1971,1
.B82 1965,1
.U68 1874,1
.H3796 1911,1
.O13 1969,1
.P65 1828,1
.D7 1947,1
.H665 1890z,1
.T4768 1933,1
.S73673 1931,1
W56 2004,1
.E13 1831,1
B8 1916 c.3,1
W78 1879,1
.C7 1956,1
.W4 1876,1
.R66 1948,1
.C66378 1905,1
.B44 1869,1
