,4
reclass from CT275.W55 H86p 1977;,1
Reclass from Am Rev T3445;,1
reclass from TX 715.2 C63;,1
Reclass from Am Rev G5745;,1
Reclass from FOL NYC B2253;,1
reclass from Arts G5 J1335a;,1
Reclass from Geneal. Sm618v;,1
reclass from pz3 .p211 par;,1
reclass from NYS An865;,1
reclass from CS71.S968 1898;,1
reclass from black hist M8155;,1
Reclass from Ref. F127.K5 P37p 1850;,1
Reclass from CS71.C444 1904;,1
reclass from NJ Un3005 J6303;,1
Reclass from Ref. E281 .M37p 1854;,1
reclass from BX5980.B7 H659 1947;,1
Reclass fromGeneal. P2295pw;,1
Reclass from Geneal. AL148a;,1
reclass from CS71 .C323 1929;,1
Reclass from NYS M7665 D5615;,1
Reclass from CS71.B375 1934;,1
Reclass from PZ3 .E29 Gra;,1
reclass from NJ W8256 W82564;,1
reclass from E198 .C3;,1
reclass from geneal. B1717b;,1
Reclass from Geneal. P2235L;,1
Reclass from NYS D23 Se285;,1
reclass from Vault C2725;,1
Reclass from NYS AL13 W6625b;,1
Reclass from PZ3 .E29 Rox;,1
reclass from CS71.T47 1989;,1
Reclass from DA913 .L55 1819;,1
reclass from Geneal.J7123j;,1
reclass from L.I. K7775;,1
reclass from NJ Sp8405 Sp8405h;,1
reclass from Vault D4805;,1
Reclass from PZ3.P783 In;,1
Reclass from BM198.M67;,1
reclass from R/A M2775;,1
reclass from NYS G8755n;,1
Reclass from Vault R4495;,1
reclass from NJ P3843 H1323;,1
reclass from PR1175.B38;,1
reclass from Census NewYork 1870 Kings County;,1
Reclass from CS71.S6682 1991;,1
Reclass from Upstairs TR646.U6 B76 1895;,1
Reclass from Vault T9885;,1
reclass from NYS G1395;,1
reclass from NJ G8555 Au262r;,1
Reclass from PZ3.W634 Mai;,1
reclass from AL531gh;,1
Reclass from Geneal Sp328b;,1
reclass from geneal AL218L;,1
reclass from R/A Scr395;,1
reclass from NYS P17 O1105;,1
Reclass from Arts D3 An86g;,1
Reclass from Geneal. P1825Lp 1875;,1
reclass from Geneal. P2775pa;,1
reclass from NYS L73 D4925;,1
Reclass from Am Rev C3862;,1
reclass from NYS H1805s;,1
Reclass from CS71.C456 1904;,1
reclass from Geneal. Si585sa;,1
reclass from NYS G8235;,1
reclass from Am. Rev. M3125ne;,1
reclass from NYC G4356;,1
reclass from Arts P7 Ou85;,1
Reclass from Vault R2185r 1781;,1
reclass from US Col. Hist. O2355 18th c. v.2;,1
reclass from NYS H65 B2935;,1
reclass from NYC St 475;,1
Reclass from Vault V5222;,1
reclass from Geneal. P2515g;,1
reclass from NJ N4225 M1273;,1
Reclass from CT275.V36 H65 1836;,1
Reclass from NYC Su715wb 5th ed.;,1
Reclass from Geneal. B386513h Vol.II;,1
Reclass from NYC C5595f;,1
Reclass from NJ B4536 W5257h v.2;,1
reclass from Census Illinois 1830;,1
reclass from R/A Un305;,1
Reclass from PZ3 .L884 Mid 1996;,1
reclass from NYS H6785;,1
reclass from Vit Rec PA Mercer Co.;,1
Reclass from CS71 .58382 1835;,1
Reclass from Geneal. P2931r;,1
Reclass from NYS C315 C3155;,1
Reclass from Am Rev Eg595;,1
reclass NYC H5855;,1
reclass from Geneal. Si 578s;,1
Reclass from NYC H3245;,1
reclass from NYS N514 B8555;,1
reclass from NYS M7665 C3305;,1
Reclass from Upstairs CT275.B4343 A2 1859b;,1
Reclass from Ref. F129.B7 B7675p 1960;,1
reclass from NYS Ea7 Ea775 v.3;,1
Reclass from NYS R58 P2265;,1
Reclass from Geneal. Sp311w;,1
Reclass from NJ M8985;,1
Reclass from Geneal. Sh555ss;,1
reclass from PZ3.H163 Atl;,1
reclass from Vit. Rec. NYS North Castle;,1
Reclass from R6855 Box 14;,1
Reclass from Fol. PZ3.W596 Spe 1971;,1
Reclass from Geneal. St481sj;,1
Reclass from NYC D2905;,1
Reclass from NJ B4167 H7357;,1
reclass from NYS T43 OL855;,1
Reclass from Geneal. J7103or;,1
Reclass from NYS D37 G7335;,1
reclass from cs71 .c214 1883;,1
reclass from NYS W31 Ea625;,1
Reclass from Geneal. AL531ad pt.2;,1
Reclass from Ref. F129.B7 N58p 1988;,1
Reclass from NJ N4206C;,1
Reclass from Upstairs Fol. F128.37 .K56 1896;,1
Reclass from RA567.B76 S36;,1
Reclass from NYS W528 Os105;,1
Reclass from Geneal. Sn273s;,1
Reclass from CS71.C487 1904;,1
reclass from L.I. G6253;,1
Reclass from NJ V2607;,1
reclass from Arts S5 G1715;,1
Reclass from Geneal. Guides B9345;,1
Reclass from Geneal. P9265b 1842;,1
reclass from Vault C8395;,1
reclass from black hist P1455;,1
Reclass from Geneal. P4455v;,1
Reclass from Queens On15a;,1
reclass from F129.B7 S79 1884;,1
reclass from L.I. Aq41 C3535;,1
Reclass from NYS K8725;,1
reclass from NJ N4203 F5193;,1
reclass from NJ P2126 W7265;,1
reclass from CS71.C237 1911;,1
Reclass from Black Hist. G8355;,1
reclass from geneal AL531ag;,1
Reclass from NYC D6185;,1
reclass from Vital Records NYS West Chester;,1
reclass from Vit Rec PA Factoryville;,1
reclass from PZ3.K399 Bos;,1
Reclass from NYC Un25;,1
reclass from Vit. Rec. NYS Providence;,1
Reclass from PZ3 .G821 Aga;,1
Reclass from FOL NYC Em 735;,1
Reclass from Geneal. Ind. Sc855;,1
Reclass from CS71 .P375 1945;,1
Reclass from TX153.O58 1954;,1
Reclass from TX945.G74 1986;,1
reclass from NJ M5232 F5195;,1
reclass from Vit Rec KY Fayette Co.;,1
Reclass from Geneal. An437L;,1
Reclass from NYS R66 N6215;,1
reclass from CS71.F394 1930?;,1
Reclass from R/A T5415;,1
reclass from NYS C7355;,1
reclass from Vit. Rec. NYS Plattsburgh;,1
reclass from US Col hist W7575;,1
Reclass from Box 19;,1
"Reclass from Black Hist. M2275h, c. 2 only;",1
reclass from PZ3.H113 Hel;,1
reclass from NJ Ir804 Al5307;,1
Reclass from Black hist. D8525a;,1
reclass from Vit Rec NYS Campbell;,1
Reclass from PZ3 .G821 Han;,1
Reclass from Am Rev L9945;,1
reclass from Arts P4 B6397ea;,1
Reclass from Folio Arts B5 B7295m;,1
Reclass from CS71 .S8382 1907;,1
reclass from PZ3.T274 Mir;,1
reclass from Geneal. B39181w;,1
reclass from Vit Rec PA Frankfort Springs;,1
reclass from Census Michigan 1830;,1
reclass from Geneal. B1715s;,1
reclass from Vit Rec. CT Norwalk;,1
reclass from NJ R7225 T2575;,1
Reclass from R/A Sm68046;,1
Reclass from Vault W2775l;,1
reclass from BV4315 .G54 1805;,1
Reclass from HD7288.72.B725;,1
Reclass from NYS M57 Si585;,1
Reclass from NJ H8673 B9352;,1
reclass from NJ M773b G794di;,1
reclass from NJ D3765 F2247;,1
Reclass from NJ B6301 vol.3;,1
Reclass from NYS W522 F5335;,1
reclass from PZ3.S4925 M;,1
reclass from NYS Sy81 P7495;,1
Reclass from NJ Or1002 H8552;,1
Reclass from Geneal. CS71 .P857 1963;,1
reclass from geneal AL531aa;,1
reclass from NJ B3912 T3737;,1
Reclass from Geneal. Se225s;,1
Reclass from CS71.B4405 1976;,1
reclass from Arts D3 L8274;,1
reclass from PZ3.K521 Twi;,1
Reclass from Queens L4455;,1
reclass from NYS D37 M7575;,1
reclass from FOL NYC D9575;,1
Reclass from Arts B5 Au295;,1
reclass from PZ7.S558 Ad;,1
reclass from Arts B5 T6605n;,1
Reclass from NYS C78 B5325;,1
Reclass from NYS R5435;,1
Reclass from Geneal B21151g;,1
Reclass from Ref CS44 .M49;,1
reclass from NYC Ed 985;,1
Reclass from Geneal B8138wa;,1
Reclass from PZ3.S62789 1829;,1
Reclass from CS71.B88 1989;,1
Reclass from NYS J23 H2825;,1
Reclass from NYS T43 M5195;,1
Reclass from NYS C39 C7635;,1
Reclass from Vit Rec NYS Rensselaer;,1
Reclass from LI M1155;,1
Reclass from CS71 .P914 1917;,1
reclass from geneal. Au755b;,1
reclass from NJ C4264 B7585;,1
reclass from NYC D4415;,1
Reclass from Geneal B23591p;,1
reclass from Geneal. P4425v;,1
reclass from Geneal. H1845sc;,1
reclass from Am. Rev. B6615;,1
Reclass from NYS Sy81 H5595;,1
Reclass VM140.M3 M35;,1
reclass from NYS W27 G4155;,1
Reclass from Z5313.G69 G52;,1
Reclass from NYC Sh 485;,1
reclass from AM151.K34 1997;,1
Reclass from Upstairs PS1663.F4 S3;,1
Reclass from NYC B7455 Pt. 2;,1
reclass from Ref. QK73.U542 B76 1985;,1
Reclass from Geneal. H1175h;,1
reclass from Arts B5 OL55f;,1
Reclass from NYC R7333;,1
reclass from Black hist T6455;,1
reclass from NYS R61 R6105;,1
reclass from NB1727.B7 D43 1917 c.1;,1
reclass from L.I. Su295r v.7 pt.1;,1
reclass from NJ N4206me;,1
Reclass from L.I. H37 H1255;,1
reclass from Geneal. An269h;,1
Reclass from Geneal B2111j;,1
Reclass from Geneal. SL258r;,1
Reclass from NYS C422 Sm615;,1
reclass from NYS K9295n;,1
reclass from NJ P2733 P2193;,1
Reclass from Geneal. P3805cj;,1
reclass from PZ3.H3343 N;,1
REclass from NYS C78 C6545;,1
reclass from R/A M6365;,1
Reclass from BX7233.B44 1887b;,1
reclass from NYC H2715;,1
Do NOT PRINT;,1
reclass from geneal. P2515jp;,1
reclass from NYS G3725;,1
reclass from geneal. P1415prm 1st ed.;,1
Reclass from Geneal. C868h;,1
Reclass from Vault D7595;,1
Reclass from Geneal. W6705w;,1
reclass from CS71.G954 1867;,1
Reclass from CS71 .M65 1987;,1
reclass from Geneal. An275a;,1
Reclass from Black Hist. G2885r;,1
Reclass from NYS C37 C3815;,1
Reclass from Upstairs HE4491.N583 B764 1892;,1
Reclass from Geneal. W6733we;,1
reclass from closed stack QA103 .W323 1896 pt.3;,1
Reclass from Geneal. Coll. Se835a v.2;,1
reclass from R/A G5 1871;,1
Reclass from Geneal. Sh474se;,1
Reclass from Geneal. Sm687s;,1
reclass from Queens On15q;,1
Reclass from Gen. Foulke;,1
reclass from NYC H2395m;,1
Reclass from NA7206 .L54p 1976;,1
Reclass PZ7.C248 Pat;,1
Reclass from NJ P4298 P4297a;,1
Reclass from Vault H1335;,1
Reclass from Geneal. Sh474smr;,1
Reclass from Bklyn P.V. 33 No. 2;,1
Reclass from Geneal. St341s;,1
Reclass from Arts D4 L6295;,1
Reclass from Geneal. W1445w;,1
reclass from BR1718.M3 S85;,1
reclass from NYS G5865;,1
reclass from HE5783.N58 S55 1867;,1
Reclass from Geneal B8122br;,1
reclass from CS71.C487 1888;,1
Reclass from Geneal. P1615psc;,1
reclass from NJ BR7801 M5662;,1
Reclass from Geneal. B8122c;,1
reclass from Am. Rev. O5 M1175;,1
Reclass from PZ3.B27 I;,1
reclass from Arts B5 K2495k;,1
Reclass from Geneal. Sm533s;,1
Reclass from NYS J62 B1545;,1
reclass from geneal. P9356pfa;,1
reclass from Vit Rec NYS Auburn;,1
reclass from AP2.N651 1844;,1
Reclass from NJ T7957;,1
reclass from PZ3.I71 V;,1
Reclass from NYC P3557;,1
reclass from Geneal. B38072s;,1
reclass from Vit Rec NYS Chemung Co.;,1
Reclass from Geneal. St491w;,1
reclass from Black Hist. Un35dl;,1
reclass from Census Mass 1820;,1
Reclass from NJ J2375 J2375;,1
Reclass from NYC Se495;,1
Reclass from NYS C67 F6695;,1
Reclass from L.I. Su29 P8385;,1
Reclass from NYS D36 G9525;,1
Reclass from PZ3.S336 M;,1
Reclass from R/A Un355n;,1
Reclass from L I F53 G8595;,1
reclass from NYS W522 B6395;,1
Reclass from NYS C81 B3535;,1
reclass from cs71 .C332 1906;,1
Reclass from NYS H87 L8995;,1
Reclass from Folio Vault N4208cc;,1
reclass from Geneal. Sp3225d;,1
Reclass from Arts A1 B6345;,1
reclass from Vit. Rec. NYS Orangeburg;,1
Reclass from Vault F9155;,1
reclass from NJ P9357 B1713;,1
reclass from CS71.G194 1969;,1
reclass from CS71.C356 1919;,1
reclass from Arts D7 H1555;,1
Reclass from L I Su29 M3345;,1
Reclass from NYS R58 F3175;,1
reclass from black hist P2895;,1
Reclass from NJ N4225 H5892;,1
Reclass from Vault J6335;,1
Reclass from NYS T723 Sh555;,1
Reclass T16.N43;,1
Reclass from Geneal. F2495p;,1
reclass from geneal. B1627s;,1
reclass from Arts D6 L5155s;,1
reclass from NJ So5306 Sa5307;,1
Reclass from Geneal. Sm515k;,1
Reclass from Geneal. P6615p;,1
Reclass from Vault .W596 Aft 1871;,1
reclass from Geneal. B3526b;,1
Reclass from NYS C427 L5795;,1
reclass from bx6480.b7 f5 1898;,1
Reclass from Fol. Amer. Rev. V8965;,1
reclass from e470.2 .k53 1898;,1
reclass from Am. Rev. H4155 1847;,1
reclass from US Col. Hist. O2355 17th c. v.1;,1
Reclass from NJ C6605;,1
reclass from Am. Rev. AL545 1819;,1
Reclass from NYS P861 V2985;,1
reclass from R/A LA339.B7H5 1876;,1
Reclass from NYC Er355;,1
Reclass from NYC D3736;,1
Reclass from Vault C1705;,1
reclass from geneal. Ar555a;,1
Reclass from NYC V8195;,1
Reclass from CS71.C14 1904-5;,1
reclass from PZ3.B27 Pri;,1
geneal. Os757o;,1
Reclass from Geneal. Ind. Sn615;,1
Reclass from CS71.B31 1911;,1
Reclass from Geneal. H1815a;,1
Reclass from Arts A3 B7305;,1
Reclass from CS71.C515 1879 v.1;,1
Reclass from NYC Am359;,1
Reclass from Geneal B2701b;,1
Reclass from PZ3 .B934 Thr;,1
Reclass from Ref F129.B7 S64p 1960;,1
Reclass from PZ3 .F755 Jan;,1
Reclass from Upstairs KFN5787.A52 M67 1850;,1
Reclass from Geneal. Sh315s;,1
reclass from NJ M8315 Su772;,1
reclass from geneal Ad172L;,1
Reclass from L I 92 Sa455;,1
Reclass from Fol.NA737.K54 A4 1931;,1
Reclass from GV875.A1 .P37;,1
Reclass from Vault P5865a;,1
reclass from Arts B T7715w;,1
Reclass from Arts D3 W7294;,1
Reclass from Vault Au815;,1
Reclass from Vault T3915;,1
Reclass from Vault T3685;,1
Reclass from Geneal. Ind. C8385;,1
reclass from NYS C2135;,1
reclass from NYS R24 M2225;,1
Reclass from NYS F6415nyp;,1
reclass from NJ H1857 W5245;,1
reclass from geneal. Sch6255s;,1
reclass from PZ3.S89 Ag;,1
reclass from PZ3.H839 N;,1
Reclass from NYC M8345;,1
Reclass from Vault F4365;,1
Reclass from PZ3 .N794 St;,1
Reclass from Geneal P9205pj;,1
reclass from Arts D5 K4996;,1
Reclass from Am Rev M7385;,1
reclass from Queens V3645;,1
Reclass from NJ R1928 v.1;,1
reclass fromGeneal Sm646s;,1
Reclass from L I R73 M7245;,1
reclass from Arts D1 B9125;,1
reclass from Folio Arts D75 N4205a;,1
Reclass from PZ3.B27 Rom;,1
reclass from PZ3.G8227 Las;,1
Reclass from Geneal. Coll. B6395 v.3;,1
Reclass from Vault J8265;,1
reclass from NYC O665;,1
reclass from CS71 .c323 1885;,1
Reclass from NYS OL2 B7285;,1
Reclass from PZ3 .F755 Sto;,1
Reclass from PZ3.B43 1875;,1
reclass from CS71 .C226 1912;,1
reclass from Geneal. B3432t;,1
Reclass from PZ3 .Os56 Co;,1
reclass from BX9211.B7 F572 1922;,1
Reclass from NYS P98 B5815;,1
reclass from Va. W4985;,1
reclass from NJ EL488 P9315;,1
reclass from L.I. Ea77 B6625;,1
Reclass from Geneal. P4295paL;,1
Reclass from NYS G855 T4275;,1
Reclass from PZ3 .B934 Shu;,1
Reclass from Geneal C5486c;,1
reclass from Fol. PN6084.B3 F67 1905;,1
reclass from Vit Rec MA Bellingham;,1
reclass from Geneal. H1405s;,1
reclass from NYC H7195g;,1
Reclass from FOL NYC B8135;,1
reclass from geneal Ay745a;,1
reclass from black hist Ap845am;,1
reclass from Arts D5 St225;,1
Reclass from Vault Em465;,1
Reclass from Geneal. OL355n;,1
Reclass from PZ3 .E30 Wre 1894;,1
Reclass from Geneal. Guides M5755 v.1;,1
Reclass from PZ3 .C197 In;,1
reclass from Census Calif 1850;,1
Reclass from Geneal. AL787b;,1
Reclass from Fol. L.I. So87 Sa225;,1
Reclass from Geneal H8545j;,1
reclass from PZ3.C355 Tre;,1
reclass from NYC D2497 copy 2;,1
Reclass from NYS Sp84 G7935;,1
reclass from Arts D9 F8475;,1
Reclass from L I M43 C8555;,1
Reclass from Fol. Geneal.;,1
reclass from NYC N4205 N4205s;,1
reclass from NYC H4485;,1
Reclass from Geneal. Sh259s;,1
Reclass from Geneal. Guides N423g;,1
Reclass from Z5313.G69 S6 1937;,1
reclass from Arts D7 M3415;,1
Reclass from NYS T78 M2565;,1
Reclass from NYS C35 T8855;,1
reclass from NJ R4298 P4297;,1
reclass from Arts D7 St725;,1
reclass from geneal. St795s 1970;,1
Reclass from Upstairs KFN5754 .N58 1854;,1
reclass from Am. Rev. T3955;,1
Reclass PZ3.V288 Rul;,1
Reclass from Geneal. P6415p;,1
Reclass from L.I. So87 G6245;,1
Reclass from Geneal. P7735p;,1
Reclass from PZ3.T274 Chr;,1
reclass from CT275.H69355 A3 1974;,1
reclass from R/A Sh4755;,1
Reclass from R/A B5812;,1
Reclass from S I St295st;,1
Reclass from PZ3 .E30 Bli;,1
Reclass from Geneal. V1935c;,1
Reclass from NYC B865;,1
Reclass from Geneal. Coll. P3655 v.2;,1
Reclass from Geneal. W6733wc;,1
Reclass from Vault G1385lr;,1
Reclass from Upstairs DA625 .H37 1887;,1
reclass from PZ3.T274 Rut;,1
Reclass from Geneal. Sm617smi;,1
reclass from NYS Au19 F8295;,1
Reclass from Geneal. Sa565;,1
reclass from Cit Rec NYS Charleston;,1
reclass from LC1755.B4;,1
Reclass from Geneal. P2695L;,1
reclass from BX8448.A7 1880;,1
Reclass from Geneal. si478sL;,1
reclass from bx9178.R46 p36 1850;,1
Reclass from CS71 .W616 1861;,1
Reclass from NYS B215 G9125;,1
Reclass from CS71.F695 1994 v.5;,1
reclass from Arts D9 H5295;,1
Reclass from Geneal. Sh655s;,1
reclass from NYC no call #;,1
reclass from Geneal. B3183d;,1
reclass from NYC G3877s;,1
Reclass from NYC W7205;,1
Reclass from Arts D3 Eb375pl;,1
Reclass from PZ3 .B934 Tha;,1
Reclass from Amer. Rev. G6258;,1
reclass from NJ G5182 G5182br;,1
reclass from new books box 24;,1
reclass from PZ3.B56 G;,1
Reclass from Geneal. St548s suppl.;,1
reclass from Arts B5 D1935d;,1
Reclass from NYC D4145;,1
Reclass from Am Rev B233bl;,1
Reclass from TD225.B76 W47 1861;,1
Reclass from Vault B4715 1685;,1
reclass from NYS K618 K618f;,1
reclass from NYS P16 Er945;,1
Reclass from Vault R4415 1800;,1
Reclass from Arts A4 R5605;,1
reclass from PZ3.B27 Str;,1
Reclass from Geneal c5475ca;,1
reclass from NJ B2258;,1
Reclass from Vault B8615f 1809;,1
Reclass from HT168.N5 A66;,1
reclass from NJ M2798 C4742;,1
Reclass from Vit Rec NYS Quaker City;,1
Reclass from NYC F9225;,1
Reclass from HT168.B7 L87;,1
reclass from NYS Al13 F5765;,1
Reclass from CS71.B28 1903;,1
reclass from NJ D2468 W6858;,1
reclass from black hist W9345;,1
reclass from Vit Rec CT Madison;,1
reclass from geneal. At525a;,1
Reclass from Geneal. St123s;,1
reclass from CS71.P462 1925;,1
reclass from NYC M7315;,1
Reclass from Black Hist. Su765;,1
reclass from Vit Rec CT Clinton;,1
reclass from geneal. Au445a;,1
Reclass from NYC T6615;,1
Reclass from LI W8505;,1
Reclass from TS534.7 .F73;,1
reclass from CS71 C14 1910;,1
Reclass from Geneal. Si995hh;,1
reclass from L.I.H92 H9215 1994;,1
Reclass from PZ3 .K819 Lit 1988;,1
Reclass from NYS EL1 EL175;,1
Reclass from Geneal. H1585h;,1
reclass from NYS On6 J8985;,1
reclass from geneal. St719sm;,1
reclass from Arts B5 P2565p;,1
reclass from geneal. B1932w;,1
reclass from PZ3.C355 Cam;,1
reclass from NYS P861 B7285;,1
reclass from Vit Rec VA Henry Co.;,1
Reclass PZ3.T274 Fr;,1
reclass from L.I. L8548rw;,1
Reclass from NYC R1585;,1
Reclass from Geneal. P3285g;,1
Reclass from NYC B5613;,1
Reclass from CS71.C487 1936;,1
reclass from CT275.A45 M33;,1
Reclass from Geneal. St295s;,1
Reclass from Geneal. Guides C3356;,1
reclass fromVital Records;,1
Reclass from Geneal. P2191L;,1
reclass from Arts A4 J6295;,1
Reclass from Geneal. St639s;,1
Reclass from CT275.V477 M87p 1875;,1
"reclass from L.I. F9598 2d, ed.;",1
reclass from geneal. P2205j;,1
Reclass from Geneal. Ab202a;,1
Reclass from Black Hist. W4345;,1
reclass from Arts B5 D9315d;,1
Reclass fromGeneal. Ind. M2295;,1
Reclass from Fol. NYS M766 H6295;,1
Reclass from Fol. NYS A275;,1
Reclass from NYC M1195;,1
reclass from Arts D7 H6795;,1
reclass from NJ P9357 G8628;,1
reclass from geneal. P1415mp;,1
Reclass from NYS D23 C5485;,1
reclass from PZ3.B7915 Bro;,1
reclass from NYC M8885;,1
Reclass from Fol. NA737.S53 A4 1926;,1
Reclass from Fol. Arts A4 M1995;,1
Reclass from TF847.N5 C78;,1
Reclass from NJ N4208;,1
reclass from newbooks box;,1
Reclass from Geneal. St673h;,1
Reclass from Geneal. Coll. R541 c.1;,1
Reclass from Arts B5 In65c;,1
reclass from Geneal. B3524b;,1
reclass from Geneal. Sm685d;,1
reclass from geneal. Ar641L;,1
Reclass from Geneal. P6485pr;,1
Reclass from PZ3 .C197 Fal;,1
reclass from Vit REc NYS Ulster County P6 Index;,1
reclass from Vit. Rec. NYS Lumberland;,1
reclass from Vit. Rec. NYS Hughsonville;,1
Reclass from NYC P8655;,1
reclass from NYC B7917;,1
Reclass from CS71.P613 1928;,1
Reclass from TC357.N38p 1879;,1
Reclass from Arts D2 Sa135e;,1
reclass from NYC H8845;,1
Reclass from CS71 .P224 1927;,1
Reclass from Geneal. Guides St485g;,1
Reclass from Geneal B1135b;,1
Reclass from Geneal. B4545 v.2;,1
reclass from PZ3.T274 Su;,1
reclass from Census NewJers 1850a;,1
reclass from Geneal. PG525h;,1
reclass from CS71.T976 1929;,1
reclass from NYS D8445;,1
reclass from ta465.s73 1860 and conserv box c;,1
reclass from NJ T2566 M8225;,1
reclass from E99.M8 R5;,1
reclass from NJ Un3005 R4268;,1
Reclass from PZ3 .P174 Hoo;,1
Reclass from PZ3 .E29 Mys;,1
reclass from Fol. Arts A9 F4135;,1
reclass from geneal. W1233ww;,1
Reclass from R/A C8395;,1
reclass from Geneal. B2702;,1
Reclass from HD4464.B76 B7 1852;,1
Reclass from Geneal. W6713w;,1
reclass from Arts D75 F2495;,1
Reclass from NYS C72 L4355;,1
Reclass from Folio Vault J3685na;,1
Reclass from NYS P5865;,1
Reclass from Ref F129.B7 N58p 1978;,1
reclass from Geneal. An277a;,1
Reclass from BX7255.B76 P59 1873;,1
Reclass from Geneal. P6945d;,1
Reclass from NYS F77 H5565;,1
reclass from NYS H76 N5935;,1
Reclass from Geneal. P6975cp;,1
Reclass from Geneal. P2515hg;,1
reclass from Arts P4 K8375;,1
Reclass from PN6101 .C375 1923;,1
reclass from Vit. Rec. NYS Fabius;,1
reclass from NYS 59 B44 1950;,1
Reclass from Geneal. B8129b;,1
reclass from Vit. Rec. NYS Loch Muller;,1
Reclass from R/A V6735;,1
reclass from Geneal. P2775s;,1
Reclass from PZ3 .B9766 Inc;,1
Reclass TG25.N53 B75;,1
Reclass from NYS Y80 H8635;,1
Reclass from Geneal. Ind. F4725 2d ed.;,1
reclass from NJ Ea776 M3192;,1
Reclass from NJ M8315 Un35am;,1
reclass from NJ P2504 C7533;,1
PZ3.A855 Sta;,1
Reclass from PZ3 .F629 One;,1
Reclass from H8885;,1
reclass from Geneal. St639se;,1
reclass from Geneal. On155e;,1
reclass from black hist P2825;,1
reclass from NYS EL7 M4515;,1
Reclass from Geneal B1568h;,1
Reclass from R/A L5885;,1
reclass from PZ3.H246 V;,1
reclass from NYS C295 R5935 1871;,1
reclass from BV4275.W4 S34 1796;,1
Reclass from NYS V818 B6695;,1
reclass from Black Hist. N5155;,1
reclass from geneal. Ou845o;,1
Reclass from CS71.B672 1876a;,1
Shelved in Genealogy B with Bowen family.;,1
Reclass from R/A T8815;,1
reclass from geneal Ax785asj;,1
Reclass from Fol. PN6101.M35 1903b;,1
